バラ商品コード,バラ商品名称,ケース商品コード,ケース商品名称,バラ個数
'4901777366411,ＺＯＮｅＱＵＩＣＫ ２４０ｍｌ ,'4901777366428,ＺＯＮｅＱＵＩＣＫ ２４０ｍｌＸ３０ ,30
'4901777366893,ＺＯＮｅＩｎｆｉｎｉｔｙ ５００ｍｌ ,'4901777366909,ＺＯＮｅＩｎｆｉｎｉｔｙ ５００ｍｌＸ２４ ,24
'4901777367159,クラフトＢポケットカフェモカ ２８０ｍｌ ,'4901777367166,クラフトＢポケットカフェモカ ２８０ｍｌＸ２４ ,24
'4901777367296,特茶ほうじ茶 ５００ｍｌ ,'4901777367302,特茶ほうじ茶 ５００ｍｌＸ２４ ,24
'4901777367586,リプトンミルクキャラメルティ ４５０ｍｌ ,'4901777367593,リプトンミルクキャラメルティ ４５０ｍｌＸ２４ ,24
'4901777367814,クラフトボスブラックホット ４５０ｍｌ ,'4901777367821,クラフトボスブラックホット ４５０ｍｌＸ２４ ,24
'4901777367838,クラフトボスラテホット ４５０ｍｌ ,'4901777367845,クラフトボスラテホット ４５０ｍｌＸ２４ ,24
'4901777367852,クラフトボス微糖ホット ４５０ｍｌ ,'4901777367869,  ,24
'4901777368132,烏龍茶鬼滅の刃ラベル ５２５ｍｌ ,'4901777368149,烏龍茶鬼滅の刃ラベル ５２５ｍｌＸ２４ ,24
'4901777368156,ＣＣレモン鬼滅の刃ラベル ５００ｍｌ ,'4901777368163,ＣＣレモン鬼滅の刃ラベル ５００ｍｌＸ２４ ,24
'4901777368200,クラフトＢビターキャラメル ５００ｍｌ ,'4901777368217,クラフトＢビターキャラメル ５００ｍｌＸ２４ ,24
'4901777368224,なっちゃんオレンジ鬼滅ラベル ４２５ｍｌ ,'4901777368231,なっちゃんオレンジ鬼滅ラベル ４２５ｍｌＸ２４ ,24
'4901777368248,なっちゃんりんご鬼滅ラベル ４２５ｍｌ ,'4901777368255,なっちゃんりんご鬼滅ラベル ４２５ｍｌＸ２４ ,24
'4901777368385,クラフトボスミルクティホット ４５０ｍｌ ,'4901777368392,クラフトボスミルクティホット ４５０ｍｌＸ２４ ,24
'4901777368668,ボス本命の一服 １８５ｇ ,'4901777368675,ボス本命の一服 １８５ｇＸ３０ ,30
'4901777368798,クラフトボス抹茶ラテ ５００ｍｌ ,'4901777368804,クラフトボス抹茶ラテ ５００ｍｌＸ２４ ,24
'4901777368859,香潤洋なし＆天然水 ５４０ｍｌ ,'4901777368866,香潤洋なし＆天然水 ５４０ｍｌＸ２４ ,24
'4901777368996,ＺＯＮｅゼリー １８０ｇ ,'4901777369153,ＺＯＮｅゼリー６個 １８０ｇＸ６ ,6
'4901777369061,ＺＯＮｅＵｔｏｐｉａゼリー １８０ｇ ,'4901777369177,ＺＯＮｅＵｔｏｐｉａゼリー６ １８０ｇＸ６ ,6
'4901777369115,ＣＣレモンゆず＆はちみつ ５００ｍｌ ,'4901777369122,ＣＣレモンゆず＆はちみつ ５００ｍｌＸ２４ ,24
'4901777369139,ＣＣレモン洋梨ミックス ５００ｍｌ ,'4901777369146,ＣＣレモン洋梨ミックス ５００ｍｌＸ２４ ,24
'4901777369191,天然水ＳＰ贅沢ぶどう ５００ｍｌ ,'4901777369207,天然水ＳＰ贅沢ぶどう ５００ｍｌＸ２４ ,24
'4901777369610,ボスカフェＢヘーゼルナッツ ３４０ｍｌ ,'4901777369627,ボスカフェＢヘーゼルナッツ ３４０ｍｌＸ２４ ,24
'4901777369979,グリーンダカラもも＆乳酸菌 ４３０ｍｌ ,'4901777369986,グリーンダカラもも＆乳酸菌 ４３０ｍｌＸ２４ ,24
'4901777370104,オランジーナヌーヴォーＳＰ ４２０ｍｌ ,'4901777370111,オランジーナヌーヴォーＳＰ ４２０ｍｌＸ２４ ,24
'4901777370326,ＺＯＮｅｇｒａｆｆｉｔｉ ５００ｍｌ ,'4901777370333,  ,24
'4901777370463,伊右衛門ホット京都ブレンド ５００ｍｌ ,'4901777370470,  ,24
'4901777371095,クラフトボスフルーツティー ４５０ｍｌ ,'4901777371101,クラフトボスフルーツティー ４５０ｍｌＸ２４ ,24
'4901777371453,蜜りんごヨーグリーナ ５４０ｍｌ ,'4901777371460,蜜りんごヨーグリーナ ５４０ｍｌＸ２４ ,24
'4901777371491,クラフトボス抹茶ラテホット ４５０ｍｌ ,'4901777371507,クラフトボス抹茶ラテホット ４５０ｍｌＸ２４ ,24
'4901777372467,天然水ＳＰ贅沢アップルハニー ５００ｍｌ ,'4901777372474,天然水ＳＰ贅沢アップルハニー ５００ｍｌＸ２４ ,24
'4901777372610,ＺＯＮｅＩＮＶＩＳＩＢＬＥＳ ５００ｍｌ ,'4901777372627,  ,24
'4901777373235,ＣＣレモンぶどう糖ミックス ５００ｍｌ ,'4901777373242,ＣＣレモンぶどう糖ミックス ５００ｍｌＸ２４ ,24
'4901777373341,天然水レモンスカッシュ ５００ｍｌ ,'4901777373358,天然水レモンスカッシュ ５００ｍｌＸ２４ ,24
'4901777373532,ＰＯＰメロンソーダ ６００ｍｌ ,'4901777373549,ＰＯＰメロンソーダ ６００ｍｌＸ２４ ,24
'4901777373563,ＰＯＰフルーツパンチ ６００ｍｌ ,'4901777373570,ＰＯＰフルーツパンチ ６００ｍｌＸ２４ ,24
'4901777373686,ＣＣレモンみかんミックス ６００ｍｌ ,'4901777373709,ＣＣレモンみかんミックス ６００ｍｌＸ２４ ,24
'4901777374027,Ｃボスダブルショコララテ ５００ｍｌ ,'4901777374034,Ｃボスダブルショコララテ ５００ｍｌＸ２４ ,24
'4901777374041,柚子はちみつ＆天然水 ５４０ｍｌ ,'4901777374058,柚子はちみつ＆天然水 ５４０ｍｌＸ２４ ,24
'4901777374836,特茶カフェインゼロ３本＋景品 ５００ｍｌＸ３ ,'4901777374843,特茶カフェインゼロ３本＋景品 ５００ｍｌＸ３Ｘ６ ,6
'4901777374928,ボスＷＣブラックコロンビア １８５ｇ ,'4901777374935,ボスＷＣブラックコロンビア １８５ｇＸ３０ ,30
'4901777374980,天然水ＳＰＣＲＡＦＴ白桃 ５００ｍｌ ,'4901777374997,天然水ＳＰＣＲＡＦＴ白桃 ５００ｍｌＸ２４ ,24
'4901777375000,天然水ＳＰＣＲＡＦＴ梅ソーダ ５００ｍｌ ,'4901777375017,天然水ＳＰＣＲＡＦＴ梅ソーダ ５００ｍｌＸ２４ ,24
'4901777375048,ボスカフェベース贅沢抹茶ラテ ３４０ｍｌ ,'4901777375604,ボスＣＢ贅沢抹茶ラテＨＦ ３４０ｍｌＸ１２ ,12
'4901777375062,Ｃボス贅沢コールドブリュＢＬ ６００ｍｌ ,'4901777375079,Ｃボス贅沢コールドブリュＢＬ ６００ｍｌＸ２４ ,24
'4901777375161,ボスカフェＢ贅沢フルーツオレ ３４０ｍｌ ,'4901777375260,ボスＣＢ贅沢フルーツオレ１２ ３４０ｍｌＸ１２ ,12
'4901777375161,ボスカフェＢ贅沢フルーツオレ ３４０ｍｌ ,'4901777375178,ボスカフェＢ贅沢フルーツオレ ３４０ｍｌＸ２４ ,24
'4901777375307,なっちゃんフルーツオレ ４２５ｍｌ ,'4901777375314,なっちゃんフルーツオレ ４２５ｍｌＸ２４ ,24
'4901777375345,伊右衛門ほうじ茶 ６００ｍｌ ,'4901777375352,伊右衛門ほうじ茶 ６００ｍｌＸ２４ ,24
'4901777375529,伊右衛門香りゆたか ２０００ｍｌ ,'4901777375536,伊右衛門香りゆたか ２０００ｍｌＸ６ ,6
'4901777375635,グリーンダカラミルコア ４３０ｍｌ ,'4901777375642,グリーンダカラミルコア ４３０ｍｌＸ２４ ,24
'4901777375802,クラフトボスレモンティー ６００ｍｌ ,'4901777375819,クラフトボスレモンティー ６００ｍｌＸ２４ ,24
'4901777375826,クラフトボスフルーツティー ６００ｍｌ ,'4901777375833,クラフトボスフルーツティー ６００ｍｌＸ２４ ,24
'4901777375864,クラフトボスミルクティー ６００ｍｌ ,'4901777375871,クラフトボスミルクティー ６００ｍｌＸ２４ ,24
'4901777375901,天然水オレンジ＆マンゴー ６００ｍｌ ,'4901777375918,天然水オレンジ＆マンゴー ６００ｍｌＸ２４ ,24
'4901777375925,ＣＢミルキープレッソＷラテ ３００ｍｌ ,'4901777375932,ＣＢミルキープレッソＷラテ ３００ｍｌＸ２４ ,24
'4901777375949,ＣＢミルキープレッソビターＬ ３００ｍｌ ,'4901777375956,ＣＢミルキープレッソビターＬ ３００ｍｌＸ２４ ,24
'4901777376106,クラフトボスブラック５＋１本 ５００ｍｌＸ５ ,'4901777376113,クラフトボスブラック５＋１本 ５００ｍｌＸ５Ｘ４ ,4
'4901777376120,クラフトボスラテ５＋１本 ５００ｍｌＸ５ ,'4901777376137,クラフトボスラテ５＋１本 ５００ｍｌＸ５Ｘ４ ,4
'4901777376182,クラフトボス微糖５＋１本 ５００ｍｌＸ５ ,'4901777376199,クラフトボス微糖５＋１本 ５００ｍｌＸ５Ｘ４ ,4
'4901777376304,ボスＴｈｅＢＬＥＮＤラテ微糖 ６００ｍｌ ,'4901777376311,ボスＴｈｅＢＬＥＮＤラテ微糖 ６００ｍｌＸ２４ ,24
'4901777376328,ボスＢＬＥＮＤほろにが微糖 ６００ｍｌ ,'4901777376335,  ,24
'4901777376366,クラフトボスほうじ茶ラテ ５００ｍｌ ,'4901777376373,クラフトボスほうじ茶ラテ ５００ｍｌＸ２４ ,24
'4901777376380,黒烏龍茶３５０ｍｌ３本＋景品 ３５０ｍｌＸ３ ,'4901777376397,黒烏龍茶３５０ｍｌ３本＋景品 ３５０ｍｌＸ３Ｘ６ ,6
'4901777377103,伊右衛門濃い味 ２０００ｍｌ ,'4901777377110,伊右衛門濃い味 ２０００ｍｌＸ６ ,6
'4901777377141,伊右衛門濃い味 ６００ｍｌ ,'4901777377158,伊右衛門濃い味 ６００ｍｌＸ２４ ,24
'4901777377752,グリーンダカラ香ばしっ！麦茶 ６５０ｍｌ ,'4901777377769,グリーンダカラ香ばしっ！麦茶 ６５０ｍｌＸ２４ ,24
'4901777377806,グリーンダカラ香ばしっ！麦茶 ２０００ｍｌ ,'4901777377813,グリーンダカラ香ばしっ！麦茶 ２０００ｍｌＸ６ ,6
'4901777378216,天然水ＳＰＣＲＡＦＴ塩ライチ ５００ｍｌ ,'4901777378223,天然水ＳＰＣＲＡＦＴ塩ライチ ５００ｍｌＸ２４ ,24
'4901777378261,伊右衛門新茶入り ５２５ｍｌ ,'4901777378278,伊右衛門新茶入り ５２５ｍｌＸ２４ ,24
'4901777378353,ＺＯＮｅＣＯＬＤＳＬＥＥＰ ５００ｍｌ ,'4901777378360,  ,24
'4901777378568,ＺＯＮｅエナジーＧグレープ １８０ｇ ,'4901777378575,  ,6
'4901777379077,ＣＢアセロラティー ６００ｍｌ ,'4901777379084,ＣＢアセロラティー ６００ｍｌＸ２４ ,24
'4901777379152,ＣＢヘーゼルナッツ塩バニラＬ ５００ｍｌ ,'4901777379169,ＣＢヘーゼルナッツ塩バニラＬ ５００ｍｌＸ２４ ,24
'4901777379534,ＯＲＡＮＧＩＮＡＡｉｒｙ ４２０ｍｌ ,'4901777379541,ＯＲＡＮＧＩＮＡＡｉｒｙ ４２０ｍｌＸ２４ ,24
'4901777379688,デカビタＣトロピカル ５００ｍｌ ,'4901777379695,デカビタＣトロピカル ５００ｍｌＸ２４ ,24
'4901777379701,ＤＥＫＡＲＡ ５００ｍｌ ,'4901777379718,ＤＥＫＡＲＡ ５００ｍｌＸ２４ ,24
'4901777380004,クラフトボスフルーツオレ ５００ｍｌ ,'4901777380011,クラフトボスフルーツオレ ５００ｍｌＸ２４ ,24
'4901777380103,ペプシからあげ専用 ６００ｍｌ ,'4901777380110,ペプシからあげ専用 ６００ｍｌＸ２４ ,24
'4901777380776,ＣＢソルティライチティー ６００ｍｌ ,'4901777380783,ＣＢソルティライチティー ６００ｍｌＸ２４ ,24
'4901777380813,ドライシトラス天然水ＳＰ ５１０ｍｌ ,'4901777380820,ドライシトラス天然水ＳＰ ５１０ｍｌＸ２４ ,24
'4901777381049,ＧＤ鬼滅の刃ラベル ６００ｍｌ ,'4901777381056,ＧＤ鬼滅の刃ラベル ６００ｍｌＸ２４ ,24
'4901777381070,ＧＤやさしい麦茶５ ６８０ｍｌ ,'4901777381087,ＧＤやさしい麦茶５＋１本 ６８０ｍｌＸ２４ ,4
'4901777381711,ペプシライチ塩入り ６００ｍｌ ,'4901777381728,ペプシライチ塩入り ６００ｍｌＸ２４ ,24
'4901777382152,ＺＯＮｅタフネスＡ ５００ｍｌ ,'4901777382169,  ,24
'4901777382176,ＺＯＮｅタフネスＢ ５００ｍｌ ,'4901777382183,ＺＯＮｅタフネスＢ ５００ｍｌＸ２４ ,24
'4901777382282,ＣＢミルキーＰ甘熟バナナラテ ３００ｍｌ ,'4901777382299,ＣＢミルキーＰ甘熟バナナラテ ３００ｍｌＸ２４ ,24
'4901777382800,デカビタＣ鬼滅ラベル ５００ｍｌ ,'4901777382817,デカビタＣ鬼滅ラベル ５００ｍｌＸ２４ ,24
'4901777382848,オランジーナ鬼滅ラベル ４２０ｍｌ ,'4901777382855,オランジーナ鬼滅ラベル ４２０ｍｌＸ２４ ,24
'4901777382879,ＣＣレモン鬼滅ラベル ５００ｍｌ ,'4901777382886,  ,24
'4901777382893,なっちゃんオレンジ鬼滅ラベル ４２５ｍｌ ,'4901777382909,なっちゃんオレンジ鬼滅ラベル ４２５ｍｌＸ２４ ,24
'4901777382916,なっちゃんフルーツ鬼滅ラベル ４２５ｍｌ ,'4901777382923,  ,24
'4901777382947,クラフトボスＭＰラテホット ３００ｍｌ ,'4901777383951,クラフトボスＭＰラテホット ３００ｍｌＸ２４ ,24
'4901777383630,伊右衛門おいしい糖質対策 ５００ｍｌ ,'4901777383647,伊右衛門おいしい糖質対策 ５００ｍｌＸ２４ ,24
'4901777383968,クラフトボスＭＰモカホット ３００ｍｌ ,'4901777383975,クラフトボスＭＰモカホット ３００ｍｌＸ２４ ,24
'4901777384170,伊右衛門贅沢ジャスミン ６００ｍｌ ,'4901777384187,伊右衛門贅沢ジャスミン ６００ｍｌＸ２４ ,24
'4901777384224,特茶ほうじ茶ＮＥＷＳパック ５００ｍｌＸ５ ,'4901777384231,特茶ほうじ茶ＮＥＷＳパック ５００ｍｌＸ５Ｘ４ ,4
'4901777384347,ＣＢフルーツティーホット ４５０ｍｌ ,'4901777384354,ＣＢフルーツティーホット ４５０ｍｌＸ２４ ,24
'4901777384415,ＣＣレモンメロンミックス ５００ｍｌ ,'4901777384422,ＣＣレモンメロンミックス ５００ｍｌＸ２４ ,24
'4901777384989,クラフトボスオールドブラック ５００ｍｌ ,'4901777384996,クラフトボスオールドブラック ５００ｍｌＸ２４ ,24
'4901777385009,クラフトボスメローラテ ５００ｍｌ ,'4901777385016,  ,24
'4901777385061,ザ・ボス微糖上向く一服 １８５ｇ ,'4901777385078,ザ・ボス微糖上向く一服 １８５ｇＸ３０ ,30
'4901777385139,天然水ＳＰ芳醇ぶどう ５００ｍｌ ,'4901777385146,天然水ＳＰ芳醇ぶどう ５００ｍｌＸ２４ ,24
'4901777385283,ＺＯＮｅ５本＋ウマ娘パックＸ ５００ｍｌＸ５ ,'4901777385290,ＺＯＮｅ５本＋ウマ娘パックＸ ５００ｍｌＸ５Ｘ４ ,4
'4901777385429,ＺＯＮｅ５本＋ウマ娘パックＹ ５００ｍｌＸ５ ,'4901777385436,ＺＯＮｅ５本＋ウマ娘パックＹ ５００ｍｌＸ５Ｘ４ ,4
'4901777385511,ダカラＷビタミン ５００ｍｌ ,'4901777385528,ダカラＷビタミン ５００ｍｌＸ２４ ,24
'4901777385573,ＺＯＮｅＢＬＯＯＤ ５００ｍｌ ,'4901777385580,ＺＯＮｅＢＬＯＯＤ ５００ｍｌＸ２４ ,24
'4901777385610,伊右衛門京都レモネード ５２５ｍｌ ,'4901777385627,伊右衛門京都レモネード ５２５ｍｌＸ２４ ,24
'4901777385894,ＺＯＮｅＥＮＥＲＧＹ ４００ｍｌ ,'4901777385900,ＺＯＮｅＥＮＥＲＧＹ ４００ｍｌＸ２４ ,24
'4901777386099,クラフトボス柚子はちみつ ６００ｍｌ ,'4901777386105,クラフトボス柚子はちみつ ６００ｍｌＸ２４ ,24
'4901777386624,ＣＣレモンりんごはちみつ ５００ｍｌ ,'4901777386631,ＣＣレモンりんごはちみつ ５００ｍｌＸ２４ ,24
'4901777386884,ＳＴＲＯＮＧライムショット ５１０ｍｌ ,'4901777386891,ＳＴＲＯＮＧライムショット ５１０ｍｌＸ２４ ,24
'4901777387768,ＣＢバターキャラメルラテ ５００ｍｌ ,'4901777387775,ＣＢバターキャラメルラテ ５００ｍｌＸ２４ ,24
'4901777387881,リプトンティーＳＰレモン ４１０ｍｌ ,'4901777387898,リプトンティーＳＰレモン ４１０ｍｌＸ２４ ,24
'4901777388178,ＺＯＮｅエナジーリベンジ ５００ｍｌ ,'4901777388185,ＺＯＮｅエナジーリベンジ ５００ｍｌＸ２４ ,24
'4901777388451,オランジーナブラッドオレンジ ４２０ｍｌ ,'4901777388468,オランジーナブラッドオレンジ ４２０ｍｌＸ２４ ,24
'4901777388598,ＺＯＮｅ還元ＣＰ付 ５００ｍｌ ,'4901777388604,ＺＯＮｅ還元ＣＰ付 ５００ｍｌＸ２４ ,24
'4901777388871,天然水ＳＰジンジャエール ５００ｍｌ ,'4901777388888,天然水ＳＰジンジャエール ５００ｍｌＸ２４ ,24
'4901777388970,デカビタＣフルーツパンチ ６００ｍｌ ,'4901777388987,デカビタＣフルーツパンチ ６００ｍｌＸ２４ ,24
'4901777389038,ペプシフライドチキン ６００ｍｌ ,'4901777389045,ペプシフライドチキン ６００ｍｌＸ２４ ,24
'4901777389786,特茶カフェインＺＥＲＯ ５００ｍｌ ,'4901777389793,特茶カフェインＺＥＲＯ ５００ｍｌＸ２４ ,24
'4901777390072,ＣＣレモンゆずミックス ５００ｍｌ ,'4901777390089,ＣＣレモンゆずミックス ５００ｍｌＸ２４ ,24
'4901777390287,伊右衛門特茶ＣＰラベル ５００ｍｌ ,'4901777390294,伊右衛門特茶ＣＰラベル ５００ｍｌＸ２４ ,24
'4901777390300,特茶ジャスミンＣＰシール付 ５００ｍｌ ,'4901777390317,特茶ジャスミンＣＰシール付 ５００ｍｌＸ２４ ,24
